Store,week_start,horizon_week,pred_sales
287,2015-08-27,4,12811.5625
287,2015-09-03,5,10174.988
287,2015-09-10,6,6536.1865
288,2015-08-06,1,8987.078
288,2015-08-13,2,8270.975
288,2015-08-20,3,10404.67
288,2015-08-27,4,7141.5815
288,2015-09-03,5,4683.3037
288,2015-09-10,6,7107.0215
289,2015-08-06,1,8533.422
289,2015-08-13,2,8501.712
289,2015-08-20,3,11643.281
289,2015-08-27,4,7080.387
289,2015-09-03,5,6150.95
289,2015-09-10,6,5057.2944
290,2015-08-06,1,8823.19
290,2015-08-13,2,7075.046
290,2015-08-20,3,10906.087
290,2015-08-27,4,10939.08
290,2015-09-03,5,7287.9067
290,2015-09-10,6,4687.022
291,2015-08-06,1,10439.333
291,2015-08-13,2,8916.94
291,2015-08-20,3,12163.277
291,2015-08-27,4,13417.293
291,2015-09-03,5,9370.44
291,2015-09-10,6,7082.3364
292,2015-07-16,1,7965.508
292,2015-07-23,2,11527.095
292,2015-07-30,3,13589.406
292,2015-08-06,4,12073.613
292,2015-08-13,5,5600.912
292,2015-08-20,6,5485.806
293,2015-08-06,1,6900.8896
293,2015-08-13,2,8530.416
293,2015-08-20,3,12191.22
293,2015-08-27,4,7973.844
293,2015-09-03,5,6213.5356
293,2015-09-10,6,5057.2944
294,2015-08-06,1,8142.6973
294,2015-08-13,2,8605.021
294,2015-08-20,3,12398.439
294,2015-08-27,4,9618.985
294,2015-09-03,5,7171.622
294,2015-09-10,6,5313.7085
295,2015-08-06,1,6430.158
295,2015-08-13,2,8328.541
295,2015-08-20,3,11996.236
295,2015-08-27,4,8135.1484
295,2015-09-03,5,6543.4175
295,2015-09-10,6,5057.2944
296,2015-08-06,1,8806.01
296,2015-08-13,2,7488.6675
296,2015-08-20,3,10961.632
296,2015-08-27,4,11111.484
296,2015-09-03,5,7525.9985
296,2015-09-10,6,6010.281
297,2015-08-06,1,9743.609
297,2015-08-13,2,7963.083
297,2015-08-20,3,13712.707
297,2015-08-27,4,12608.356
297,2015-09-03,5,8147.9614
297,2015-09-10,6,6797.147
298,2015-08-06,1,10258.669
298,2015-08-13,2,4339.9795
298,2015-08-20,3,11029.651
298,2015-08-27,4,11159.641
298,2015-09-03,5,10174.988
298,2015-09-10,6,6932.733
299,2015-08-06,1,14851.023
299,2015-08-13,2,5562.945
299,2015-08-20,3,14418.553
299,2015-08-27,4,10665.058
299,2015-09-03,5,9336.711
299,2015-09-10,6,9977.884
300,2015-08-06,1,11244.556
300,2015-08-13,2,4732.6113
300,2015-08-20,3,10410.258
300,2015-08-27,4,11232.743
300,2015-09-03,5,8444.348
300,2015-09-10,6,7030.953
301,2015-08-06,1,9023.238
301,2015-08-13,2,7452.2466
301,2015-08-20,3,10339.693
301,2015-08-27,4,6979.395
301,2015-09-03,5,4683.3037
301,2015-09-10,6,7107.0215
302,2015-08-06,1,9769.44
302,2015-08-13,2,4258.2935
302,2015-08-20,3,8316.115
302,2015-08-27,4,7422.565
302,2015-09-03,5,6982.567
302,2015-09-10,6,6967.83
303,2015-08-06,1,7095.0225
303,2015-08-13,2,8750.901
303,2015-08-20,3,11823.358
303,2015-08-27,4,8135.1484
303,2015-09-03,5,6213.5356
303,2015-09-10,6,5057.2944
304,2015-08-06,1,8277.5625
304,2015-08-13,2,7250.868
304,2015-08-20,3,11030.239
304,2015-08-27,4,10657.604
304,2015-09-03,5,7002.718
304,2015-09-10,6,4687.022
305,2015-08-06,1,7066.49
305,2015-08-13,2,9051.628
305,2015-08-20,3,12077.749
305,2015-08-27,4,7994.0015
305,2015-09-03,5,6213.5356
305,2015-09-10,6,5057.2944
306,2015-08-06,1,7995.0664
306,2015-08-13,2,5017.5854
306,2015-08-20,3,8713.364
306,2015-08-27,4,5525.395
306,2015-09-03,5,6982.567
306,2015-09-10,6,6967.83
307,2015-08-06,1,9114.155
307,2015-08-13,2,6548.8276
307,2015-08-20,3,7442.308
307,2015-08-27,4,7404.7524
307,2015-09-03,5,6982.567
307,2015-09-10,6,6967.83
308,2015-08-06,1,8958.994
308,2015-08-13,2,7900.9326
308,2015-08-20,3,13553.183
308,2015-08-27,4,10856.757
308,2015-09-03,5,9822.211
308,2015-09-10,6,6488.33
309,2015-08-06,1,8194.752
309,2015-08-13,2,7917.2217
309,2015-08-20,3,11459.797
309,2015-08-27,4,11003.0625
309,2015-09-03,5,7287.9067
309,2015-09-10,6,4687.022
310,2015-08-06,1,13231.304
310,2015-08-13,2,8668.324
310,2015-08-20,3,12981.095
310,2015-08-27,4,12173.102
310,2015-09-03,5,9512.191
310,2015-09-10,6,9714.81
311,2015-08-06,1,8636.312
311,2015-08-13,2,7602.951
311,2015-08-20,3,10808.698
311,2015-08-27,4,10939.08
311,2015-09-03,5,7287.9067
311,2015-09-10,6,6010.281
312,2015-08-06,1,8980.875
312,2015-08-13,2,8332.964
312,2015-08-20,3,10446.499
312,2015-08-27,4,7056.897
312,2015-09-03,5,4827.6914
312,2015-09-10,6,6828.8784
313,2015-08-06,1,8775.211
313,2015-08-13,2,8334.549
313,2015-08-20,3,11707.071
313,2015-08-27,4,12275.779
313,2015-09-03,5,8063.4053
313,2015-09-10,6,6072.866
314,2015-08-06,1,9979.134
314,2015-08-13,2,5834.4146
314,2015-08-20,3,8962.487
314,2015-08-27,4,6829.513
314,2015-09-03,5,6646.6865
314,2015-09-10,6,6967.83
315,2015-08-06,1,8063.6274
315,2015-08-13,2,4235.0347
315,2015-08-20,3,7954.837
315,2015-08-27,4,5619.6626
315,2015-09-03,5,6982.567
315,2015-09-10,6,6967.83
316,2015-08-06,1,12073.6
316,2015-08-13,2,8925.477
316,2015-08-20,3,10942.224
316,2015-08-27,4,11271.752
316,2015-09-03,5,10047.282
316,2015-09-10,6,9251.047
317,2015-08-06,1,9950.048
317,2015-08-13,2,8262.172
317,2015-08-20,3,10241.579
317,2015-08-27,4,7348.979
317,2015-09-03,5,4827.6914
317,2015-09-10,6,6828.8784
318,2015-08-06,1,10669.195
318,2015-08-13,2,7793.736
318,2015-08-20,3,11522.701
318,2015-08-27,4,11311.983
318,2015-09-03,5,8317.214
318,2015-09-10,6,6402.748
319,2015-08-06,1,10016.644
319,2015-08-13,2,6775.618
319,2015-08-20,3,11586.94
319,2015-08-27,4,11172.791
319,2015-09-03,5,8297.057
319,2015-09-10,6,6402.748
320,2015-08-06,1,17559.395
320,2015-08-13,2,16640.06
320,2015-08-20,3,18889.361
320,2015-08-27,4,14843.15
320,2015-09-03,5,9032.91
320,2015-09-10,6,9330.927
321,2015-08-06,1,7713.492
321,2015-08-13,2,8338.687
321,2015-08-20,3,11827.7705
321,2015-08-27,4,8055.57
321,2015-09-03,5,6213.5356
321,2015-09-10,6,5057.2944
322,2015-08-06,1,10601.016
322,2015-08-13,2,8199.647
322,2015-08-20,3,8487.221
322,2015-08-27,4,7763.3975
322,2015-09-03,5,4875.1035
322,2015-09-10,6,6967.83
323,2015-08-06,1,11284.949
323,2015-08-13,2,4989.9277
323,2015-08-20,3,11105.846
323,2015-08-27,4,11681.835
323,2015-09-03,5,8444.348
323,2015-09-10,6,7030.953
324,2015-08-06,1,11554.907
324,2015-08-13,2,8629.238
324,2015-08-20,3,8861.006
324,2015-08-27,4,7851.877
324,2015-09-03,5,4875.1035
324,2015-09-10,6,6967.83
325,2015-08-06,1,8573.58
325,2015-08-13,2,8247.622
325,2015-08-20,3,11686.352
325,2015-08-27,4,7902.8125
325,2015-09-03,5,6213.5356
325,2015-09-10,6,5057.2944
326,2015-08-06,1,9244.521
326,2015-08-13,2,8307.459
326,2015-08-20,3,10605.028
326,2015-08-27,4,7348.979
326,2015-09-03,5,4827.6914
326,2015-09-10,6,7107.0215
327,2015-08-06,1,10847.098
327,2015-08-13,2,8894.044
327,2015-08-20,3,12222.697
327,2015-08-27,4,13257.201
327,2015-09-03,5,9370.44
327,2015-09-10,6,7082.3364
328,2015-08-06,1,11498.046
328,2015-08-13,2,4843.086
328,2015-08-20,3,7382.282
328,2015-08-27,4,5758.8555
328,2015-09-03,5,6924.831
328,2015-09-10,6,6967.83
329,2015-08-06,1,8162.4907
329,2015-08-13,2,7090.7886
329,2015-08-20,3,11166.741
329,2015-08-27,4,10134.532
329,2015-09-03,5,7002.718
329,2015-09-10,6,4542.6353
330,2015-08-06,1,10889.741
330,2015-08-13,2,4160.892
330,2015-08-20,3,5506.183
330,2015-08-27,4,7991.4893
330,2015-09-03,5,6924.831
330,2015-09-10,6,6967.83
331,2015-08-06,1,9950.048
331,2015-08-13,2,8262.172
331,2015-08-20,3,10910.519
331,2015-08-27,4,7348.979
331,2015-09-03,5,4827.6914
331,2015-09-10,6,6828.8784
332,2015-08-06,1,9832.803
332,2015-08-13,2,5023.2646
332,2015-08-20,3,8021.708
332,2015-08-27,4,7660.2505
332,2015-09-03,5,6982.567
332,2015-09-10,6,6967.83
333,2015-08-06,1,13841.555
333,2015-08-13,2,8848.079
333,2015-08-20,3,13404.647
333,2015-08-27,4,12207.6875
333,2015-09-03,5,9512.191
333,2015-09-10,6,9714.81
334,2015-08-06,1,9248.591
334,2015-08-13,2,5673.842
334,2015-08-20,3,9113.167
334,2015-08-27,4,7422.807
334,2015-09-03,5,6704.4224
334,2015-09-10,6,6967.83
335,2015-08-06,1,17192.95
335,2015-08-13,2,14386.722
335,2015-08-20,3,14967.383
335,2015-08-27,4,15474.58
335,2015-09-03,5,8388.081
335,2015-09-10,6,8975.418
336,2015-08-06,1,15156.254
336,2015-08-13,2,11379.282
336,2015-08-20,3,15063.724
336,2015-08-27,4,14964.101
336,2015-09-03,5,8513.909
336,2015-09-10,6,9804.682
337,2015-08-06,1,9766.321
337,2015-08-13,2,7966.66
337,2015-08-20,3,10192.532
337,2015-08-27,4,6960.2563
337,2015-09-03,5,4827.6914
337,2015-09-10,6,7107.0215
338,2015-08-06,1,8310.717
338,2015-08-13,2,7614.7617
338,2015-08-20,3,11052.157
338,2015-08-27,4,10657.604
338,2015-09-03,5,7287.9067
338,2015-09-10,6,4687.022
339,2015-08-06,1,9692.586
339,2015-08-13,2,8576.706
339,2015-08-20,3,9870.872
339,2015-08-27,4,7423.14
339,2015-09-03,5,5189.2524
339,2015-09-10,6,6967.83
340,2015-08-06,1,8299.677
340,2015-08-13,2,6023.0845
340,2015-08-20,3,12220.405
340,2015-08-27,4,10051.264
340,2015-09-03,5,7171.622
340,2015-09-10,6,4687.022
341,2015-08-06,1,9198.859
341,2015-08-13,2,7188.956
341,2015-08-20,3,9926.548
341,2015-08-27,4,7348.321
341,2015-09-03,5,5044.864
341,2015-09-10,6,6967.83
342,2015-08-06,1,12440.892
342,2015-08-13,2,6796.1978
342,2015-08-20,3,14343.932
342,2015-08-27,4,12763.589
342,2015-09-03,5,10681.789
342,2015-09-10,6,10323.434
343,2015-08-06,1,10522.179
343,2015-08-13,2,7279.9
343,2015-08-20,3,10060.621
343,2015-08-27,4,11232.743
343,2015-09-03,5,8314.792
343,2015-09-10,6,6198.799
344,2015-08-06,1,12171.295
344,2015-08-13,2,7317.807
344,2015-08-20,3,9439.95
344,2015-08-27,4,13563.637
344,2015-09-03,5,9639.829
344,2015-09-10,6,9527.244
345,2015-08-06,1,9816.815
345,2015-08-13,2,5258.041
345,2015-08-20,3,8403.951
345,2015-08-27,4,5268.981
345,2015-09-03,5,6982.567
345,2015-09-10,6,6967.83
346,2015-08-06,1,10323.456
346,2015-08-13,2,5968.225
346,2015-08-20,3,11043.394
346,2015-08-27,4,10271.7705
346,2015-09-03,5,8005.6694
346,2015-09-10,6,6072.866
347,2015-08-06,1,9428.188
347,2015-08-13,2,7204.4707
347,2015-08-20,3,9835.342
347,2015-08-27,4,7291.9
347,2015-09-03,5,5044.864
347,2015-09-10,6,6967.83
348,2015-08-06,1,10758.239
348,2015-08-13,2,6747.561
348,2015-08-20,3,12666.546
348,2015-08-27,4,11231.754
348,2015-09-03,5,9811.77
348,2015-09-10,6,7836.878
349,2015-08-06,1,11977.405
349,2015-08-13,2,4283.0186
349,2015-08-20,3,10609.415
349,2015-08-27,4,9856.86
349,2015-09-03,5,10012.247
349,2015-09-10,6,7384.5396
350,2015-08-06,1,9405.974
350,2015-08-13,2,6967.8506
350,2015-08-20,3,11498.6045
350,2015-08-27,4,11111.484
350,2015-09-03,5,7525.9985
350,2015-09-10,6,6072.866
351,2015-08-06,1,6781.372
351,2015-08-13,2,8921.484
351,2015-08-20,3,12163.873
351,2015-08-27,4,8114.99
351,2015-09-03,5,6213.5356
351,2015-09-10,6,5057.2944
352,2015-08-06,1,8199.403
352,2015-08-13,2,6037.6763
352,2015-08-20,3,12389.652
352,2015-08-27,4,9991.844
352,2015-09-03,5,7171.622
352,2015-09-10,6,5169.32
353,2015-08-06,1,11661.419
353,2015-08-13,2,5545.2534
353,2015-08-20,3,10745.335
353,2015-08-27,4,9997.84
353,2015-09-03,5,8134.3154
353,2015-09-10,6,6010.281
354,2015-08-06,1,8301.367
354,2015-08-13,2,6430.3906
354,2015-08-20,3,12379.013
354,2015-08-27,4,12626.465
354,2015-09-03,5,9428.177
354,2015-09-10,6,7082.3364
355,2015-08-06,1,11112.756
355,2015-08-13,2,6804.7485
355,2015-08-20,3,9767.933
355,2015-08-27,4,10780.174
355,2015-09-03,5,10013.923
355,2015-09-10,6,8177.3154
356,2015-08-06,1,7718.1855
356,2015-08-13,2,7509.192
356,2015-08-20,3,12501.162
356,2015-08-27,4,9012.6455
356,2015-09-03,5,7107.379
356,2015-09-10,6,5169.32
357,2015-08-06,1,8443.411
357,2015-08-13,2,9488.458
357,2015-08-20,3,13252.268
357,2015-08-27,4,12672.37
357,2015-09-03,5,9724.267
357,2015-09-10,6,7082.3364
358,2015-08-06,1,12138.141
358,2015-08-13,2,8458.376
358,2015-08-20,3,9017.926
358,2015-08-27,4,12951.13
358,2015-09-03,5,9801.2
358,2015-09-10,6,8658.123
359,2015-08-06,1,8924.5205
359,2015-08-13,2,5930.281
359,2015-08-20,3,12525.603
359,2015-08-27,4,9528.194
359,2015-09-03,5,7107.379
359,2015-09-10,6,5313.7085
360,2015-08-06,1,8616.799
360,2015-08-13,2,7203.7783
360,2015-08-20,3,10520.381
360,2015-08-27,4,10939.08
360,2015-09-03,5,7287.9067
360,2015-09-10,6,4687.022
361,2015-08-06,1,7595.7285
361,2015-08-13,2,8567.361
361,2015-08-20,3,11281.858
361,2015-08-27,4,9291.403
361,2015-09-03,5,7171.622
361,2015-09-10,6,5169.32
362,2015-08-06,1,12000.285
362,2015-08-13,2,5965.315
362,2015-08-20,3,9641.7
362,2015-08-27,4,13275.695
362,2015-09-03,5,9639.829
362,2015-09-10,6,8260.363
363,2015-08-06,1,10430.314
363,2015-08-13,2,7281.5454
363,2015-08-20,3,10840.755
363,2015-08-27,4,10466.386
363,2015-09-03,5,8297.057
363,2015-09-10,6,6072.866
364,2015-08-06,1,9554.878
364,2015-08-13,2,8355.004
364,2015-08-20,3,9855.448
364,2015-08-27,4,7624.2046
364,2015-09-03,5,5044.864
364,2015-09-10,6,6967.83
365,2015-08-06,1,8697.119
365,2015-08-13,2,8641.326
365,2015-08-20,3,10311.127
365,2015-08-27,4,6868.375
365,2015-09-03,5,4827.6914
365,2015-09-10,6,6828.8784
366,2015-08-06,1,7756.133
366,2015-08-13,2,8497.977
366,2015-08-20,3,11327.763
366,2015-08-27,4,8741.491
366,2015-09-03,5,6213.5356
366,2015-09-10,6,5057.2944
367,2015-08-06,1,8294.314
367,2015-08-13,2,8789.073
367,2015-08-20,3,9758.931
367,2015-08-27,4,7348.321
367,2015-09-03,5,5044.864
367,2015-09-10,6,6967.83
368,2015-08-06,1,11570.161
368,2015-08-13,2,10425.883
368,2015-08-20,3,14551.608
368,2015-08-27,4,10783.016
368,2015-09-03,5,8542.361
368,2015-09-10,6,9783.908
369,2015-08-06,1,8240.874
369,2015-08-13,2,7072.9287
369,2015-08-20,3,12501.162
369,2015-08-27,4,9528.194
369,2015-09-03,5,7107.379
369,2015-09-10,6,5169.32
370,2015-08-06,1,8486.439
370,2015-08-13,2,7601.713
370,2015-08-20,3,11827.743
370,2015-08-27,4,12293.92
370,2015-09-03,5,8502.084
370,2015-09-10,6,7030.953
371,2015-08-06,1,8411.214
371,2015-08-13,2,7944.211
371,2015-08-20,3,10961.897
371,2015-08-27,4,11003.0625
371,2015-09-03,5,7287.9067
371,2015-09-10,6,6010.281
372,2015-08-06,1,9151.56
372,2015-08-13,2,7298.1465
372,2015-08-20,3,9842.735
372,2015-08-27,4,10011.154
372,2015-09-03,5,9677.479
372,2015-09-10,6,6828.766
373,2015-08-06,1,9240.66
373,2015-08-13,2,4597.6475
373,2015-08-20,3,8080.5176
373,2015-08-27,4,5955.1606
373,2015-09-03,5,6982.567
373,2015-09-10,6,6967.83
374,2015-08-06,1,9640.162
374,2015-08-13,2,8318.436
374,2015-08-20,3,11441.345
374,2015-08-27,4,10265.891
374,2015-09-03,5,7006.2446
374,2015-09-10,6,6010.281
375,2015-08-06,1,10410.987
375,2015-08-13,2,7585.5425
375,2015-08-20,3,10426.5205
375,2015-08-27,4,11478.375
375,2015-09-03,5,9859.274
375,2015-09-10,6,7984.169
376,2015-08-06,1,8473.846
376,2015-08-13,2,10151.03
376,2015-08-20,3,13758.9375
376,2015-08-27,4,10768.727
376,2015-09-03,5,9214.267
376,2015-09-10,6,7258.4033
377,2015-08-06,1,8180.705
377,2015-08-13,2,6902.2085
377,2015-08-20,3,13592.465
377,2015-08-27,4,10672.671
377,2015-09-03,5,10005.747
377,2015-09-10,6,7101.6353
378,2015-08-06,1,8273.3125
378,2015-08-13,2,6988.7827
378,2015-08-20,3,11537.629
378,2015-08-27,4,10657.604
378,2015-09-03,5,7287.9067
378,2015-09-10,6,4687.022
379,2015-08-06,1,10425.378
379,2015-08-13,2,4436.7656
379,2015-08-20,3,5622.9814
379,2015-08-27,4,7283.6133
379,2015-09-03,5,6924.831
379,2015-09-10,6,6967.83
380,2015-08-06,1,14505.906
380,2015-08-13,2,11428.096
380,2015-08-20,3,16517.693
380,2015-08-27,4,14271.148
380,2015-09-03,5,8487.279
380,2015-09-10,6,10201.37
381,2015-08-06,1,10763.959
381,2015-08-13,2,5598.729
381,2015-08-20,3,8697.855
381,2015-08-27,4,9693.292
381,2015-09-03,5,9619.742
381,2015-09-10,6,6632.041
382,2015-08-06,1,8079.097
382,2015-08-13,2,8345.514
382,2015-08-20,3,13616.1
382,2015-08-27,4,12783.421
382,2015-09-03,5,9541.98
382,2015-09-10,6,7082.3364
383,2015-08-06,1,24978.809
383,2015-08-13,2,21617.223
383,2015-08-20,3,16021.992
383,2015-08-27,4,17020.707
383,2015-09-03,5,10702.27
383,2015-09-10,6,9131.066
384,2015-08-06,1,10758.904
384,2015-08-13,2,8116.356
384,2015-08-20,3,9025.311
384,2015-08-27,4,13244.261
384,2015-09-03,5,9639.829
384,2015-09-10,6,8260.363
385,2015-08-06,1,9804.299
385,2015-08-13,2,7429.3574
385,2015-08-20,3,11707.071
385,2015-08-27,4,12275.779
385,2015-09-03,5,8372.529
385,2015-09-10,6,6402.748
386,2015-08-06,1,8466.171
386,2015-08-13,2,8715.721
386,2015-08-20,3,11304.991
386,2015-08-27,4,11111.484
386,2015-09-03,5,7287.9067
386,2015-09-10,6,6010.281
387,2015-08-06,1,11434.859
387,2015-08-13,2,9034.645
387,2015-08-20,3,10268.775
387,2015-08-27,4,11478.375
387,2015-09-03,5,9859.274
387,2015-09-10,6,8910.262
388,2015-08-06,1,12322.016
388,2015-08-13,2,8123.268
388,2015-08-20,3,8804.953
388,2015-08-27,4,12460.096
388,2015-09-03,5,9801.2
388,2015-09-10,6,8997.651
389,2015-08-06,1,13177.725
389,2015-08-13,2,7753.218
389,2015-08-20,3,14594.095
389,2015-08-27,4,10919.108
389,2015-09-03,5,10014.224
389,2015-09-10,6,9841.645
390,2015-08-06,1,12688.931
390,2015-08-13,2,6880.8955
390,2015-08-20,3,15213.265
390,2015-08-27,4,12262.836
390,2015-09-03,5,9751.6045
390,2015-09-10,6,9907.4375
391,2015-08-06,1,10459.314
391,2015-08-13,2,8002.202
391,2015-08-20,3,9070.07
391,2015-08-27,4,7708.001
391,2015-09-03,5,4875.1035
391,2015-09-10,6,6967.83
392,2015-08-06,1,9256.712
392,2015-08-13,2,7288.018
392,2015-08-20,3,11816.367
392,2015-08-27,4,10332.742
392,2015-09-03,5,7287.9067
392,2015-09-10,6,4687.022
393,2015-08-06,1,9772.605
393,2015-08-13,2,8286.343
393,2015-08-20,3,12054.213
393,2015-08-27,4,7843.392
393,2015-09-03,5,6213.5356
393,2015-09-10,6,5057.2944
394,2015-08-06,1,10516.91
394,2015-08-13,2,6084.5337
394,2015-08-20,3,11841.979
394,2015-08-27,4,10995.949
394,2015-09-03,5,10001.929
394,2015-09-10,6,7008.084
395,2015-08-06,1,10767.554
395,2015-08-13,2,4695.8984
395,2015-08-20,3,5448.0073
395,2015-08-27,4,7799.4434
395,2015-09-03,5,6924.831
395,2015-09-10,6,6967.83
396,2015-08-06,1,13036.003
396,2015-08-13,2,9874.297
396,2015-08-20,3,12791.143
396,2015-08-27,4,11192.826
396,2015-09-03,5,9441.266
396,2015-09-10,6,9541.75
397,2015-08-06,1,7457.234
397,2015-08-13,2,8444.832
397,2015-08-20,3,11207.961
397,2015-08-27,4,7305.9897
397,2015-09-03,5,6150.95
397,2015-09-10,6,6828.8784
398,2015-08-06,1,7303.52
398,2015-08-13,2,8874.797
398,2015-08-20,3,10631.258
398,2015-08-27,4,7198.0005
398,2015-09-03,5,4827.6914
398,2015-09-10,6,6828.8784
399,2015-08-06,1,8941.841
399,2015-08-13,2,8307.203
399,2015-08-20,3,11690.764
399,2015-08-27,4,8152.5156
399,2015-09-03,5,6213.5356
399,2015-09-10,6,5057.2944
400,2015-08-06,1,8671.376
400,2015-08-13,2,8145.885
400,2015-08-20,3,10873.126
400,2015-08-27,4,10242.003
400,2015-09-03,5,10232.725
400,2015-09-10,6,6651.0703
401,2015-08-06,1,9673.779
401,2015-08-13,2,7515.4697
401,2015-08-20,3,13009.388
401,2015-08-27,4,12608.356
401,2015-09-03,5,8147.9614
401,2015-09-10,6,6797.147
402,2015-08-06,1,9745.351
402,2015-08-13,2,8605.039
402,2015-08-20,3,11180.682
402,2015-08-27,4,7365.41
402,2015-09-03,5,6213.5356
402,2015-09-10,6,5057.2944
403,2015-08-06,1,10995.749
403,2015-08-13,2,7462.16
403,2015-08-20,3,10362.251
403,2015-08-27,4,11311.983
403,2015-09-03,5,8317.214
403,2015-09-10,6,6402.748
404,2015-08-06,1,9421.202
404,2015-08-13,2,8153.899
404,2015-08-20,3,9370.232
404,2015-08-27,4,7568.808
404,2015-09-03,5,5044.864
404,2015-09-10,6,6967.83
405,2015-08-06,1,12495.175
405,2015-08-13,2,4606.6597
405,2015-08-20,3,7331.756
405,2015-08-27,4,6062.007
405,2015-09-03,5,6924.831
405,2015-09-10,6,6967.83
406,2015-08-06,1,9632.577
406,2015-08-13,2,6673.46
406,2015-08-20,3,13088.199
406,2015-08-27,4,11983.658
406,2015-09-03,5,8147.9614
406,2015-09-10,6,7030.953
407,2015-08-06,1,8860.977
407,2015-08-13,2,4762.527
407,2015-08-20,3,7061.3105
407,2015-08-27,4,5619.6626
407,2015-09-03,5,6982.567
407,2015-09-10,6,6967.83
408,2015-08-06,1,10745.579
408,2015-08-13,2,8081.319
408,2015-08-20,3,8551.75
408,2015-08-27,4,7851.877
408,2015-09-03,5,4875.1035
408,2015-09-10,6,6967.83
409,2015-08-06,1,7067.0044
409,2015-08-13,2,8839.922
409,2015-08-20,3,11441.603
409,2015-08-27,4,8945.94
409,2015-09-03,5,7171.622
409,2015-09-10,6,5169.32
410,2015-08-06,1,7918.79
410,2015-08-13,2,7932.24
410,2015-08-20,3,11621.0625
410,2015-08-27,4,8945.94
410,2015-09-03,5,6213.5356
410,2015-09-10,6,5057.2944
411,2015-08-06,1,13026.0205
411,2015-08-13,2,8611.642
411,2015-08-20,3,10746.582
411,2015-08-27,4,11079.932
411,2015-09-03,5,10104.542
411,2015-09-10,6,9073.003
412,2015-08-06,1,13639.635
412,2015-08-13,2,5089.205
412,2015-08-20,3,11133.009
412,2015-08-27,4,12049.858
412,2015-09-03,5,9859.274
412,2015-09-10,6,8274.489
413,2015-08-06,1,9476.418
413,2015-08-13,2,8138.9727
413,2015-08-20,3,13386.518
413,2015-08-27,4,12275.779
413,2015-09-03,5,8127.804
413,2015-09-10,6,7030.953
414,2015-08-06,1,8974.014
414,2015-08-13,2,6946.1187
414,2015-08-20,3,12784.054
414,2015-08-27,4,9991.844
414,2015-09-03,5,7392.5684
414,2015-09-10,6,5313.7085
415,2015-08-06,1,7903.366
415,2015-08-13,2,6944.0117
415,2015-08-20,3,12505.574
415,2015-08-27,4,8940.437
415,2015-09-03,5,7107.379
415,2015-09-10,6,5169.32
416,2015-08-06,1,12640.164
416,2015-08-13,2,6942.304
416,2015-08-20,3,14764.514
416,2015-08-27,4,12583.319
416,2015-09-03,5,10034.909
416,2015-09-10,6,9833.891
417,2015-08-06,1,8295.71
417,2015-08-13,2,7230.168
417,2015-08-20,3,10906.087
417,2015-08-27,4,10657.604
417,2015-09-03,5,7002.718
417,2015-09-10,6,4542.6353
418,2015-08-06,1,10506.666
418,2015-08-13,2,8199.647
418,2015-08-20,3,8758.426
418,2015-08-27,4,7763.3975
418,2015-09-03,5,4875.1035
418,2015-09-10,6,6967.83
419,2015-08-06,1,10367.902
419,2015-08-13,2,7026.733
419,2015-08-20,3,8433.711
419,2015-08-27,4,7450.2324
419,2015-09-03,5,4875.1035
419,2015-09-10,6,6967.83
420,2015-08-06,1,9156.612
420,2015-08-13,2,6635.779
420,2015-08-20,3,9339.74
420,2015-08-27,4,6892.099
420,2015-09-03,5,4932.8394
420,2015-09-10,6,6967.83
421,2015-08-06,1,13424.507
421,2015-08-13,2,6684.291
421,2015-08-20,3,17267.555
421,2015-08-27,4,11078.739
421,2015-09-03,5,9226.897
421,2015-09-10,6,9938.82
422,2015-08-06,1,9874.85
422,2015-08-13,2,3967.0547
422,2015-08-20,3,6827.876
422,2015-08-27,4,5372.8403
422,2015-09-03,5,6982.567
422,2015-09-10,6,6967.83
423,2015-08-06,1,21428.025
423,2015-08-13,2,9536.093
423,2015-08-20,3,13396.257
423,2015-08-27,4,14118.792
423,2015-09-03,5,10005.037
423,2015-09-10,6,9371.606
424,2015-08-06,1,8810.575
424,2015-08-13,2,6861.285
424,2015-08-20,3,12958.381
424,2015-08-27,4,10159.684
424,2015-09-03,5,7060.9224
424,2015-09-10,6,4687.022
425,2015-08-06,1,8360.011
425,2015-08-13,2,6842.215
425,2015-08-20,3,8385.116
425,2015-08-27,4,7655.476
425,2015-09-03,5,6982.567
425,2015-09-10,6,6967.83
426,2015-08-06,1,10253.271
426,2015-08-13,2,6425.775
426,2015-08-20,3,8165.2725
426,2015-08-27,4,7562.0
426,2015-09-03,5,6646.6865
426,2015-09-10,6,6967.83
427,2015-08-06,1,10836.039
427,2015-08-13,2,7174.502
427,2015-08-20,3,9834.769
427,2015-08-27,4,11667.596
427,2015-09-03,5,8097.7676
427,2015-09-10,6,7156.8853
428,2015-08-06,1,8337.011
428,2015-08-13,2,6645.189
428,2015-08-20,3,11666.556
428,2015-08-27,4,10134.532
428,2015-09-03,5,7287.9067
428,2015-09-10,6,4687.022
429,2015-08-06,1,9151.089
429,2015-08-13,2,7425.6626
429,2015-08-20,3,9573.599
429,2015-08-27,4,7291.9
429,2015-09-03,5,4932.8394
429,2015-09-10,6,6967.83
430,2015-08-06,1,10815.057
430,2015-08-13,2,7076.6543
430,2015-08-20,3,10611.54
430,2015-08-27,4,10995.949
430,2015-09-03,5,10038.749
430,2015-09-10,6,7854.6133
